id,tipo,valor,descricao,latitude,longitude,estado,dimensao (m²)
1d0b3ae728caff53ea67226886ec4ead,Apartamento T2,130000.0,"ARRENDA-SE APARTAMENTO T2 MOBILADO NO OLIMPIC TERRACE:

Apartamento todo mobilado com a seguinte descrição:
 Acabamentos modernos;
* Móveis de luxo;
* Todo climatizado;
* 2 quartos espacosos(1 suíte);
* 2 wc geral;
* Cozinha totalmente equipada com eletrodomésticos da teka, loiças e utensílios;
* Todos quartos c/roupeiros;
* Varanda enorme e wc de serviços.

Condomínio organizado com:
* 4 elevadores;
* Ginásio totalmente equipado;
* Piscina enorme c/vista mar;
* Sauna M&F;
* Gerador;
* Àrea de recreação;
* Parqueamento p/1 viatura;
* Sistema video porteiro;
* Segurança privada 24h.

*Preço-* 120.000 Mzn

*Endereço-* Rua Mateus Sansão Muthemba, Bairro da Polana.",-25.9653301945,32.5851250695,Novo,150
e01ba3144b8990181ab5a9afd2ac8363,Apartamento T3,140000.0,"Arrenda-se apartamento T3 mobiliado no condomínio Valentina

Renda:140.000,00MZN
 (condomínio incluso)

3Quartos com roupeiros 
Wcs sendo (1 suíte)
Cozinha equipada 
Sala
Varanda 
Ária de serviço com wc
Parqueamento P/1
Segurança 24hs

Condomínio com: Jardim, Piscina,ginásio e gerador

Para mais informações:
+ (telefone) WhatsApp/Chamada 
+ (telefone) só Chamada 
Palácio Imobiliária",-25.968867918,32.5863477151,Novo,190
78922f69dd0faeb59f0b72644269034a,Apartamento T2,129000.0,"Apartamentos T3 no condomínio Oliveiras
Arrenda-se: 
Localizado na Av. Julius Nyerere, próximo ao Hospital Privado
- 4 wc’s ( 1 en suite, 1 geral, 1 de visitas, 1 de serviços)
- Cozinha moderna 
- Climatizado
- Vista ao mar
- Estacionamento para 2 viaturas
- Há opções com cozinha aberta e cozinha fechada
Preço: 
2800USD andar alto ( sem móveis)
2000USD andar baixo ( sem móveis)
3000USD mobilado

3 bedroom apartments in the Oliveiras condominium
Rent: 
Located on Av. Julius Nyerere, close to the Private Hospital
- 4 bathrooms (1 en suite, 1 general, 1 guest, 1 service)
- Modern kitchen 
- Air-conditioned
- Sea view
- Parking for 2 vehicles
- There are options with open kitchen and closed kitchen
Price: 
2800USD high floor (without furniture)
2000USD lower floor (without furniture)
3000USD furnished



Mais Informações Contacte
Entre no Website e encontre mais imóveis
Telefone: + (telefone) Chamadas/Whatsapp
Telefone: + (telefone) Chamadas/Whatsapp
Website:  (url)  
E-Mail:  (email)",-25.9638516167,32.5815376581,Usado,120
73efffc0f2819087105a5588717e3b8d,Apartamento T2,25000.0,"(telefone) 



*Sim, é 12 andar sem elevador*


Arrenda-se excelente apartamento totalmente remodelado independente(penthouse), na Avenida 24 de Julho, próximo do Cenáculo Maior - Álto Maé, 
T2, cozinha moderna, 
WC moderna, 
Termo acumulador, 
12 andar *(sem elevador)*
Sem obras, 
Cozinha e wc modernas
Vista espectacular a BAÍA.












Serviços: 300Mzn",-25.9638205558,32.5813441428,Renovado,158
821ae82492f04ece725a4916c1d3477f,Apartamento T3,80000.0,"ARRENDA-SE: APARTAMENTO T3 NA AV. JULIUS NYERERE PRÉDIO ROSAS DE MOÇAMBIQUE

Moderno e confortável, posicionado num edifício com elevador 24h.

Características:
		3 Quartos (1 suíte)
		Sala ampla e arejada
		Cozinha espaçosa
		2 Varandas com boa vista
		Edifício seguro e bem localizado
 Parqueamento em baixo do prédio

 Localização: Av. Julius Nyerere, Prédio das Rosas de Moçambique ( andar alto com elevador 24/24h).
Preço: 80.000 Mtn 
Para mais informações sobre o imóvel, não hesite em contactar.",-25.965287352,32.5838326236,Usado,220
326a1a2ffdcf20095c8fa5ead9d29f59,Apartamento T3,258000.0,"Apartamento T3 no Polana View 
Arrenda-se
Apartamento T3 no Polana View 
- Piscina e Ginásio 
- Completamente Mobilado 
- Andar alto, vista ao mar
- 2 estacionamentos 
Localizado no Bairro da Polana, Av. Julius Nyerere 
Valor: $4.000 condomínio incluso

3-bedroom apartment in Polana View
For rent
3-bedroom apartment in Polana View
- Swimming pool and gym
- Fully furnished
- High floor, sea view
- 2 parking lots
Located in the Polana neighborhood, Av. Julius Nyerere
Price: $4,000 condominium included

Mais Informações Contacte
Entre no Website e encontre mais imóveis
Telefone: + (telefone) Chamadas/Whatsapp
Telefone: + (telefone) Chamadas/Whatsapp
Website:  (url)  
E-Mail:  (email)",-25.9657085159,32.5842077692,Usado,190
64ca70c08ca6b5795c27ec90872c3319,Apartamento T3,193500.0,"Apartamento T3 no Toprak 
Arrendar : Apartamento T3 luxuoso no condomínio Toprak 
Descrição do imóvel:
- 3 quartos, 1 suíte.
- 3 WC no Total 
- 2 Lugares de estacionamento.
- Cozinha moderna e fechada
- Termo acumulador 
- Toda climatizada
- Piscina comum
- Máquina de lavar 
- Máquina de louca
- Ginásio Comum 
- Segurança 24h 
- 3 elevadores 
- Sala de jantar e de estar.
Preço: 3000 USD 
Para mais informações sobre o imóvel, não hesite em nos contactar

3-Bedroom Apartment in Toprak
For Rent: Luxurious 3-bedroom apartment in the Toprak condominium
Property Description:
- 3 bedrooms, 1 suite.
- 3 bathrooms in total
- 2 parking spaces.
- Modern, closed kitchen
- Water heater
- Fully air-conditioned
- Communal swimming pool
- Washing machine
- Dishwasher
- Communal gym
- 24-hour security
- 3 elevators
- Living and dining room.
Price: USD 3000

For more information about the property, please do not hesitate to contact us.
Mais Informações Contacte
Entre no Website e encontre mais imóveis
Telefone: + (telefone) Chamadas/Whatsapp
Telefone: + (telefone) Chamadas/Whatsapp
Website:  (url)  
E-Mail:  (email)",-25.9707146053,32.5820766414,Novo,200
cbfb461c0c2f4551378d032460a311a3,Apartamento T4,70000.0,"Endereço com alguns detalhes:


 Bairro da Polana Cimento *A*, Av. 24 de Julho, próximo do Polana Shopping. 


 Zona nobre e privilegiada. 


 O apartamento situa-se no 4° andar e último num prédio com estacionamento e segurança 24/7.






Outros aspectos complementares:


 Cómodos espaçosos 


 Quarto(4) quartos 


 Guarda-roupas 


 Duas(2) casas de banho normais 


 Sala de estar/jantar 


 Cozinha equipada com armários


 Varandas 


 Área de serviços 


 Varandas


 Água(24hrs)


 Termo-acumulador 


 Ar-condicionados 


 Estacionamento para 1 automóvel 








 (telefone)",-25.9666770014,32.5792847112,Renovado,187
eacf6111631ccfbe34e7a81382d6cbad,Apartamento T1,100000.0,"Apartamento T1 no Park Moza 
ARRENDA-SE Apartamento T1 Mobilado com Vista ao Mar no Park Moza 
100 000 MTN (TAXA DE CONDOMÍNIO INCLUSA) 
PARK MOZA 
Detalhes do Imóvel 
- 1 quarto suíte com roupeiros 
- 1 WC social 
- Sala com varanda 
- Mobilado 
- Cozinha equipada 
- Vista ao mar 
- Piscina 
- Estacionamento para 1 carro 

1-Bedroom Apartment in Park Moza
FOR RENT Furnished 1-Bedroom Apartment with Sea View in Park Moza
100,000 MTN (CONDOMINIUM FEE INCLUDED)
PARK MOZA
Property Details
- 1 en-suite bedroom with wardrobes 
- 1 guest bathroom 
- Living room with balcony 
- Furnished 
- Equipped kitchen 
- Sea view 
- Swimming pool 
- Parking for 1 car 

Mais Informações Contacte
Entre no Website e encontre mais imóveis
Telefone: + (telefone) Chamadas/Whatsapp
Telefone: + (telefone) Chamadas/Whatsapp
Website:  (url)  
E-Mail:  (email)",-25.9686461497,32.5815092344,Usado,70
8761d617ce943a0237769c89aa00b49d,Apartamento T3,160000.0,"Apartamento T3 com alguns Móveis no Valentina Jardim.

VALOR DA RENDA: 160.000 Meticais

Este imóvel foi desenhado para quem não abre mão da sofisticação e da praticidade. Confira os detalhes:

O APARTAMENTO
Suítes de Luxo: 3 Quartos espaçosos, sendo 2 suítes impecáveis. 
Cozinha Gourmet: Totalmente equipada com acabamentos modernos, pronta para as suas melhores receitas. 
Conforto Térmico: Totalmente climatizado para o seu bem-estar em qualquer estação. 
Design Moderno: Sala comum ampla com iluminação LED embutida e piso amadeirado elegante. 

 LAZER E SEGURANÇA (ESTILO RESORT)
Piscina Incrível: Perfeita para relaxar e aproveitar o sol. 
Vida Ativa: Ginásio completo dentro do condomínio. 
Diversão garantida: Parque infantil para a alegria dos pequenos. 
Tranquilidade Total: Segurança 24h, gerador e estacionamento privativo.

 LOCALIZAÇÃO: Condomínio Valentina Jardim, Av. Friedrich Engels.",-25.9698285298,32.5855181919,Novo,180
b2a72f5076890261dfbd220beeab8db7,Apartamento T2,120000.0,"Apartamento T3 no Xitala
ARRENDA_SE APARTAMENTO, com 3 quartos no Condomonio Xitala, Avenida Marginal (Proximo a Presidência 
Detalhes do imóvel: 
Tipo -3 Espaçosa 
1 En-Suite
1-Wc Geral
Cozinha Equipada 
Climatizada 
Vista Mar 
Estacionamento 3 Viaturas 
Lavandaria 
Segurança 24Hrs
Disponibilidade imediata 
 Valor 120.000.00Mts

Apartment T3 in Xitala
APARTMENT FOR RENT, with 3 bedrooms in the Xitala Condominium, Avenida Marginal (Near the Presidency)
Property details:
Type - 3 Spacious
1 En-Suite
1 General Bathroom
Equipped Kitchen
Air-conditioned
Sea View
Parking for 3 Cars
Laundry Room
24-Hour Security
Immediate availability
Price 120,000.00 Mts

Mais Informações Contacte
Entre no Website e encontre mais imóveis
Telefone: + (telefone) Chamadas/Whatsapp
Telefone: + (telefone) Chamadas/Whatsapp
Website:  (url)  
E-Mail:  (email)",-25.9678127784,32.5873636812,Usado,210
